id,bid_number,bid_date,study_name,status,client,sales_contact,vm_contact,created_at,updated_at,project_requirement,rejection_reason,rejection_comments,created_by,team,methodology
361,33338,"""2025-06-03T18:30:00.000Z""",Coolant Opportunity_Bid#33338 ,draft,9,3,4,"""2025-06-04T06:59:02.439Z""","""2025-06-16T07:38:04.602Z""","Study Overview:
The potential study would involve a 20-minute online survey targeting three distinct audience segments:
•	Consumer (B2C): Drivers who are responsible for purchasing automotive products, specifically coolant, for their personal vehicles.
•	Retail (B2B2C): Professionals within retail organizations (e.g., petrol stations, DIY shops, auto parts stores, etc) who are responsible for selecting the specific coolant products that will be stocked and sold in their stores. This could include buyers, category managers, or other decision-makers involved in product procurement.
•	Tier 1 & OEMs (B2B): Professionals within Original Equipment Manufacturers (OEMs) and Tier 1 automotive suppliers who are responsible for selecting the coolant products used in vehicle production.
Sample Size & Geography:
1.	Consumer (B2C): 400 completes per country. We are exploring three country options, based on the top-selling markets for automotive coolant products. We recommend scoping for the following options (countries are TBD at this stage):
a.	Option 1 (7 Countries): Germany, China, Brazil, Mexico, Italy, France, Spain
b.	Option 2 (5 Countries): Germany, China, Brazil, Mexico, Italy
c.	Option 3 (3 Countries): Germany, China, Brazil
2.	Retail (B2B2C): 75 completes per country, using the same country options as the Consumer segment (7, 5, or 3 countries).
3.	Tier 1 & OEMs (B2B): 150 completes globally. Recruitment should focus on securing respondents from leading automotive manufacturers worldwide, rather than being country-specific.
We would appreciate a cost estimate for the following services, broken down by country (where applicable) and audience segment:
•	Survey Scripting
•	Panel Access Fees
•	Recruitment Costs (including incentives)
•	Data Processing
",,,46,POD 1,online
367,33432,"""2025-06-13T18:30:00.000Z""",33432 : RFQ: DPIIT Survey,draft,20,6,1,"""2025-06-04T07:07:30.544Z""","""2025-06-16T07:38:04.602Z""","To re-iterate, we have to do 10,500 sample - 50% CATI & 50% Online. The database will be provided by the client, we will need to engage the suppliers for CATI (calling) and Surveys.",,,43,POD 4,online
373,33433,"""2025-06-03T18:30:00.000Z""", 33433 : US Datacenter - US/CA (FS),draft,1,1,7,"""2025-06-04T07:13:45.177Z""","""2025-06-16T07:38:04.602Z""","Company size could be any (measured in FTE count and/or company revenue), though this should likely will skew larger companies since qualifying criteria is owning a DC
Minimum of 300 N are “multi country” companies
",,,43,POD 4,online
377,33434,"""2025-05-13T18:30:00.000Z""",33434 : Bid | Salesforce 3x projects ,draft,13,1,1,"""2025-06-04T08:03:13.733Z""","""2025-06-16T07:38:04.602Z""","Survey 1: FINANCE
•	Total: 200 respondents within Finance department
•	LOI: 10 Minutes 
•	Seniority: 
o	Director+ preferred (possible to flex to senior mgr +) please bid out both
o	Please include cost/feasibility impact for excluding c-suite
•	Company size: 500+ employees (possibility to flex somewhat if needed)
•	n=100 APAC respondents across a mix of Australia, India, Singapore, and Japan
•	n=100 EMEA respondents across a mix of UK, Spain, Italy, France, and Germany
•	Translations = Spanish, Italian, German, France, Japanese, Queen’s English
",,,43,POD 4,online
380,33436,"""2025-05-13T18:30:00.000Z""",33436 : New Bid request - Vertical focused custom US quant study,draft,24,4,1,"""2025-06-04T08:21:56.401Z""","""2025-06-16T07:38:04.602Z""","•	USA Respondents
•	Loi 15 minutes
•	Mix of senior-level marketers and agency directors/managers and practitioners/decision-makers involved in day-to-day campaign execution, planning
•	Mix of those familiar with Amazon Ads and current/past users of Amazon Ads
•	50/50 agency/marketer split
•	Must be using at least Meta, Google of The Trade Desk
",,,43,POD 4,online
382,33437,"""2025-05-14T18:30:00.000Z""",33437 : New Bid request - Product adoption custom quant study,draft,24,4,7,"""2025-06-04T09:00:43.784Z""","""2025-06-16T07:38:04.602Z""","Let us know the suggestions on the approach and feasibility for each country (US, UK, Japan, China) for each group.",,,43,POD 4,online
385,33440,"""2025-05-14T18:30:00.000Z""",33440 : Urgent request for bid on translations Meep Intl,infield,24,4,1,"""2025-06-04T09:15:10.962Z""","""2025-07-16T09:41:25.533Z""",ongoing project and need help in the estimation for translation. We would need those translated in the xlate file once the survey is approved,,,43,POD 4,online
386,33441,"""2025-05-14T18:30:00.000Z""",33441: New Project Notification - 202326613 - BHS Investors - Distributors - VCID 3170-3149,draft,1,1,7,"""2025-06-04T09:52:50.091Z""","""2025-06-16T07:38:04.602Z""","•	Individuals who have recommended mutual funds to investors within the past 12 months (most likely will be bank relationship managers, independent financial advisors).
•	Work in a position where recommending mutual funds would be a normal duty
•	Have worked in the role for more than 6 months.
",,,43,POD 4,online
388,33442,"""2025-05-15T18:30:00.000Z""",33442 : Bid - Heavy Equipment & Power Generation Owner/Operator Audiences,draft,13,1,1,"""2025-06-04T10:02:07.800Z""","""2025-06-16T07:38:04.602Z""","Are you able to provide me a bid with the following? Possible to have something back to me by late morning (ET) tomorrow?
 
•                     10-15 Minute LOI
•                     Audience 1: Owners/Operators
o	n=200
o	United States
o	Operate, own or rent at least one heavy equipment or power generation machine manufactured by:
•	Caterpillar
•	John Deere
•	Hitachi
•	Komatsu
•	Cummins
•	Kubota
•	Volvo
•	Libherr
•	Rolls-Royce (MTU)
o	The majority of this will fall in Construction, but would be interested in feasibility of oversampling for individuals within:
•	Marine
•	Mining
•	Oil & Gas
•	Power Generation
•	Rail
•	Industrial
•                     Audience 2: Purchase Decision Makers
o        n=200
o	United States
o	Are shared or sole decision makers or decision influencers for purchases of heavy equipment or power generation machines manufactured by:
•	Caterpillar
•	John Deere
•	Hitachi
•	Komatsu
•	Cummins
•	Kubota
•	Volvo
•	Libherr
•	Rolls-Royce (MTU)
o	In the same vein as audience 1 the majority of these will naturally fall in Construction, but would be interested in feasibility of oversampling for individuals within:
•	Marine
•	Mining
•	Oil & Gas
•	Power Generation
•	Rail
•	Industrial
•	Audience 3: Investors
o	n=50-100
o	United States
o	Financial Analysts/Institutional Investors who specialize in / focus on Construction/Industrials/Manufacturing
 
",,,43,POD 4,online
389,33444,"""2025-05-16T18:30:00.000Z""", 33444 : 2025CS135_WALMART Q2 25 - Non-Endemic - New Bid,draft,24,4,7,"""2025-06-04T10:13:24.150Z""","""2025-06-16T07:38:04.602Z""","•	LOI  15 minutes
•	Mix of Job levels – 65% Agency/ 35% marketers.
•	$5M+ total annual digital ad spend
•	Paid Media Investment decision-makers – have buying influence 

•	Quotas by verticals
o	Automotive (cars, trucks, SUVs) (n=40-45)
o	Restaurants (incl. QSR, casual dining, etc.) (n=40-45)
o	Travel (incl. hotels, airlines, online travel agencies, etc.) (n=40-45)
o	Financial Services (incl. insurance, credit cards, banking, etc.)
	Credit cards / banking (Min. N=35 to Max N=40)
	Insurance (Min. N=20 to Max 35)
o	“Other” Non-Retailer (n=35-40) -(products/services not sold via traditional offline/online retailers)
	Direct-to-Consumer goods (e.g., Peloton, Signet, 1800Flowers, etc.)
	Media/entertainment subscriptions (e.g., Charter, Cox, Comcast, etc.)
",,,43,POD 4,online
390,33447,"""2025-05-18T18:30:00.000Z""",33447 : Vertical-specific UCC - US (SO),draft,1,1,7,"""2025-06-04T10:22:39.854Z""","""2025-06-16T07:38:04.602Z""","•	Respondent profile/requirements: IT manager+, influential in the purchase process for unified communications and collaboration/UCaaS purchasing
•	Company size: 1,000+ employees 
•	Geographic scope (countries/translations required): US
•	Verticals: This would be limited to SLED and Healthcare providers (50%/50% mix)
•	Desired sample size: N=200 
•	LOI: 15 minutes
",,,43,POD 4,online
391,33449,"""2025-05-19T18:30:00.000Z""",33449 : New Bid - Feasibility & Costs for potential new project,draft,24,4,7,"""2025-06-04T10:52:54.645Z""","""2025-06-16T07:38:04.602Z""","•	Agency/marketer mix: 50/50 (agency = holding cos) 
•	Industry Vertical specification: half CPG, half endemic verticals to retail media categories (Apparel, Electronics, Beauty, Home, Pet, etc.)
",,,43,POD 4,online
392,33454,"""2025-05-21T18:30:00.000Z""",33454 : RFP College students,draft,13,7,7,"""2025-06-04T11:36:28.689Z""","""2025-06-16T07:38:04.602Z""",Can you provide pricing for n=500 undergrad and graduate students who started in 2024 in an Arts or Science program? We’ll likely want to focus half the sample on the Northeast states. ,,,43,POD 4,online
394,33457,"""2025-05-26T18:30:00.000Z""",33457 : Feasibility and Ballpark Estimate for Salesforce,draft,13,1,7,"""2025-06-05T06:46:43.918Z""","""2025-06-16T07:38:04.602Z""","Likely max sample 100-200 respondents (if feasible) 
LOI 10min 
Option 1 Sample 
•	US Only 
•	CIOs 
Option 2 Sample
•	US Only
•	VP+ in Tech Department 
",,,43,POD 4,online
395,33470,"""2025-06-02T18:30:00.000Z""",33470 : Sample for LKI034,closure,12,7,1,"""2025-06-06T14:44:14.271Z""","""2025-07-24T12:11:54.697Z""","Targets:
•	Age 18-64
•	Active on at least one social media platform
",,,43,POD 4,online
396,33473,"""2025-06-03T18:30:00.000Z""",33473 : New Quote: Utah Research,draft,25,7,1,"""2025-06-10T07:00:13.273Z""","""2025-06-16T07:44:19.472Z""","the costs would be for an online survey among n=400 parents of children ages 12-17 residing in the state of Utah? (Is n=400 feasible for this audience?) For pricing, I need to understand what the costs would be for a 20-minute online survey, and a 10-minute online survey.",,,43,POD 4,online
398,33481,"""2025-06-09T18:30:00.000Z""",33481 : Pinterest - Ad hoc study,draft,24,4,1,"""2025-06-10T09:08:31.946Z""","""2025-06-16T07:44:19.472Z""","Digital marketing/advertising decision-making involvement in Manager/Director + 
",,,43,POD 4,online
400,33458,"""2025-06-10T18:30:00.000Z""",Brand tracking  quant -  LCMC in NOLA_33458,draft,19,7,9,"""2025-06-10T20:05:26.737Z""","""2025-06-16T07:44:19.472Z""","18-50 YO Parents of kids under 18
",,,48,POD 2,online
401,33464,"""2025-06-10T18:30:00.000Z""",Gerber Life Insurance Quant_33464,draft,19,7,9,"""2025-06-10T20:32:08.809Z""","""2025-06-16T07:44:19.472Z""","Parents (Moms & Dads)30-49 YO, HHI range $75K - $200k",,,48,POD 2,online
403,33482,"""2025-06-09T18:30:00.000Z""","33482 : RPF -CarMax, Canva & Frito",draft,11,7,7,"""2025-06-12T07:04:16.343Z""","""2025-06-16T07:44:19.472Z""","CarMax is measuring two integrations, so 1,000 A18+ respondents. There are also two full open end questions (Q13 and Q17), please include coding costs on the OEs if possible. 

Canva is a bit bigger, we have eight integrations (seven TV and one film), so 4,000 A18+ respondents. There are also two full OEs here as well (Q13 and Q19a), please include the coding costs if possible. 
",,,43,POD 4,online
404,33484,"""2025-06-10T18:30:00.000Z""",33484 : Sample for SCL020,closure,33,7,1,"""2025-06-16T07:05:28.349Z""","""2025-07-01T10:17:39.479Z""","We need Mobile Gamers mostly teens (13-18) in five markets: US, JP, DE, KR, and BR. LOI about 30 minutes.",,,43,POD 4,online
405,33485,"""2025-06-12T18:30:00.000Z""",RE: 33485- Request for Quote - Government organization in Sharjah,draft,8,3,5,"""2025-06-16T11:34:33.824Z""","""2025-06-16T11:34:33.824Z""","We are pitching for an interesting project to a government organization that is engaged in running programs to develop skills and capabilities among local Emirati youth. As a part of the pitch we are going to suggest primary research (scope below) with target audiences.
 
Market: Sharjah (emirate in the UAE)
 
Quantitative research (n=600)
 
•	Young adults (n=200) described as Emiratis residing in Sharjah between the age group 18-25 years 
o	Males: 125
o	Females: 125
•	Youth (n=160) defined as Emiratis residing in Sharjah between the age group 13-18 years  
o	Males: 80
o	Females: 80
o	13-15 years: 60 (administered through the parents)
o	16-18 years: 100
•	Children (n=160) defined as Emiratis residing in Sharjah between the age group 6-12 years. Survey to be administered through the parents   
o	Males: 80
o	Females: 80
•	Educational (& similar) institutions in Sharjah (n=80) focused on talent development e.g., life skills, theatre, music, STEM). These could include educational institutes, sports & recreational centers, youth development organizations, culture and art centers, digital educational platforms, etc.  The respondents will be decision makers representing these organizations. 
 
Length of survey will be 20 mins, and shall be offered in both Arabic and English. 
 
Qualitative focus groups (FGDs) x 3
•	2 focus groups with young adults (defined above). One group each for males and females 
•	2 focus group with youth (defined above). One group each for males and females
•	1 focus group with parents of children (defined above)
 
The focus groups will be 90 mins each and conducted virtually. Each FGD will have up to 5 participants 
 
Qualitative IDIs x 3 with key decision makers at educational (& similar) institutions focused on talent development in the Emirate of Sharjah. Each IDI will be 30 mins long and done virtually. 
 
Please share your quotations by EOD Monday (June 16th). 
",,,47,POD 1,online
406,33486,"""2025-06-16T18:30:00.000Z""",RFP for 13-18 YO Athletes ,draft,19,7,10,"""2025-06-17T07:48:36.716Z""","""2025-07-17T11:25:31.431Z""",13-18 YO Athletes,,,49,POD 2,online
407,33487,"""2025-06-15T18:30:00.000Z""",33487 : 2025CS295 Forma Advertiser Sentiment 2025 Study - Urgent !,closure,24,4,1,"""2025-06-17T08:06:12.862Z""","""2025-06-30T15:14:32.989Z""","See the Sample & Qualifications below, please provide max feasibility.
●	Employed in the US (S1/S2)
●	Manager+ Job Title (S3)
●	Advertising/Marketing Involvement (S4)
●	Qualifying company type – Agency/Marketer (S5)
●	Mix of Independent Agencies and Holding companies (S6)
",,,43,POD 4,online
408,33488,"""2025-06-16T18:30:00.000Z""",RE: 33488 : New opportunity Pharma Company,draft,10,9,5,"""2025-06-17T10:17:35.836Z""","""2025-06-17T10:17:35.836Z""","Hello
 
We are working on a proposal, and we would like your quotation.
 
Phase 1
We will carry out a quantitative approach through 1000 /800 /600  online surveys nationwide, with men and women considering people who consume vitamins, food supplements, or some type of natural supplements with certain benefits.  Including either for day-to-day health concern or some demands due to exercise.
 
We will include the following topics – In bold is marked when we need some statistical analysis.
1.	Brand Evaluation BAV section.
2.	Segment Development – Cluster and creation of TTool.
3.	Future Segmentation - We will then quantify the impact of these changes on the different segments.
LOI 18-20 min
Phase 2
Same target -  800 & 600  online surveys nationwide, with men and women considering people who consume vitamins, food supplements, or some type of natural supplements with certain benefits.  Including either for day-to-day health concern or some demands due to exercise.
1.	BPO section.
2.	Preferences analysis using Conjoint and TURF.
3.	Opportunities
LOI 15 min
Please let me know if you need something else.
Thank you
",,,47,POD 1,online
409,33489,"""2025-06-16T18:30:00.000Z""",North Rhine Westphalia,draft,9,3,3,"""2025-06-17T11:28:40.652Z""","""2025-06-18T06:59:14.223Z""","New request from Landor EU. Can you please review and get back with the estimates by Thursday morning? 

OVERVIEW
Concept test
Public broadcaster in Germany, North Rhine Westphalia
CAWI only (as we show narratives in written)
LOI = 20-25
 
TARGETING
North Rhine Westphalia
Natrep, age 16+ >> we must be able to build (representative) age groups:
•	14-29
•	30-49
•	50-64
•	65+
natrep by region, age, gender, education level
 
SAMPLE SIZE
n=2000
",,,45,POD 1,online
410,33490,"""2025-03-19T18:30:00.000Z""",Riese & Muller,draft,9,3,4,"""2025-06-18T07:57:30.116Z""","""2025-06-18T07:57:30.116Z""","For phase 1, brand equity and category needs in Germany. We want  to talk to both consumers (N=400) and dealers (people working in retailers which sell e-Bikes; assuming N=100). LOI =20 min.

For phase 2, brand equity, concept validation and category needs for Germany USA, UAE, the Netherlands and China), N=600, consumers only. LOI = 20 mins

",,,46,POD 1,online
417,33491,"""2025-06-17T18:30:00.000Z""",Multi-category food company in Kuwait,draft,8,3,4,"""2025-06-18T08:16:46.090Z""","""2025-06-18T08:16:46.090Z""","Markets: Kuwait, UAE, KSA, Jordan
 
Category: Food products (such as Rice, Oil, Salt & Sugar, Tea & Coffee, Canned Tuna, Pickle & Sauces, etc.)
 
Audience: General population representative of the markets in terms of nationality, age, gender, affluence, region(s), etc. The focus will be on purchasers & consumers of these categories 
 
Total Sample = 5600, split across markets:
Kuwait (n=2000)
UAE (n=1200)
KSA (n=1200)
Jordan (n=1200)
 
The length of survey will be 20 mins, and will be offered in English and Arabic. I am assuming that Online methodology will suffice considering the target audience / category 
",,,46,POD 1,online
429,33492,"""2025-06-17T18:30:00.000Z""", Request for proposal - Real Estate in KSA,draft,8,3,4,"""2025-06-18T08:27:53.890Z""","""2025-06-18T08:27:53.890Z""","Market: KSA

Total Sample (n=600)

Sample split / mix:
•	Home Buyers (n=400) – i.e., people who have either bought a residential property in the last 1.5 years, or are looking to buy in the next six-months 
o	First-time home buyers (n=300) – i.e., either bought or looking to buy their first residential property 
	Saudi nationals (n=240)
•	Monthly HH income 
o	SAR 10,000 – 20,000: 20%-22%
o	SAR 20,001 – 30,000: 25%-30%
o	SAR 30,001 – 45,000: 25%-30%
o	SAR 45,001 – 60,000: 10% - 15%
o	Above SAR 60,000: 7% - 10%
•	Representation across all 13 provinces 
o	Riyadh: 20% - 25%
o	Jeddah: 15% - 20% 
o	Makkah / Madinah: 10% - 15% 
o	Dammam / Khobar: 10% - 15%
o	Other Provinces: 20% - 25%
	Expats (n=60)
•	Monthly HH income 
o	SAR 20,001 – 30,000: 10% - 15%
o	SAR 30,001 – 45,000: 35% - 40%
o	SAR 45,001 – 60,000: 25%-30%
o	Above SAR 60,000: 15% - 20%
o	Other home buyers (n=100) 
	Saudi nationals (n=60)
•	Monthly HH income 
o	SAR 20,001 – 30,000: 15%-20%
o	SAR 30,001 – 45,000: 30%-35%
o	SAR 45,001 – 60,000: 25%-30%
o	Above SAR 60,000: 15%-20%
•	Representation across all 13 provinces 
o	Riyadh: 30%
o	Jeddah / Makkah / Madinah: 25% 
o	Dammam / Khobar: 20%
o	Other Provinces: 25%
	Expats (n=40)
•	Monthly HH income 
o	SAR 30,001 – 45,000: 40%
o	SAR 45,001 – 60,000: 40%
o	Above SAR 60,000: 20%
•	Home Sellers (n=100) – i.e., people who have either sold their residential property in the last 1.5 years, or are looking to sell in the next six-months
o	Saudi nationals (n=70)
o	Expats (n=30)
•	Real Estate Developers (n=40). The respondents will be key decision makers in their organisation (i.e., Director level and above). The organizations that they represent will need to be > 100 employees in strength and should be involved in developing residential real estate 
•	Real Estate Brokers (n=60). The respondents should have engaged in sale & purchase of residential real estate in the last 6-months, and be a part of a registered real estate brokerage firm. They should have executed at least 10 residential transactions in the past 6 months.  
",,,46,POD 1,online
431,33493,"""2025-05-16T18:30:00.000Z""","Quotation request for a mobility brand		",draft,9,9,3,"""2025-06-18T08:37:59.036Z""","""2025-06-18T08:37:59.036Z""","2.	Geographies: FR, DE, UK, US, India, Indonesia, Australia
3.	Targets and sample size:
1.	Target 1= General population, man and women, 18+, taking the train/metro/tramway at least once a month.
Sample size = 800 per country, with quotas on gender, age and social class
2.	Target 2 = Decision makers for purchase of trains/metro/subways, i.e. indivduals working for cities/municipalities and regions and givernments. This is a target quite similar to the one we tried to interview for Suez in 2023. I remember that we struggled with it and it might not be feasible in some countries. Please advise. Ideally I would like to have a sample of 250 decision makers per country. We can maybe drop to 200 for smaller countries (FR, DE, UK)
3.	Target 3 = investors and influencers, experts in transports, financial analysts, etc. - not too sure yet about what we should include there.
n=30 per country
4.	Questionnaire length: please assume 15 minutes for Target 1 and 3, 20 minutes for target 2
5.	Questionnaire frame: will be different per target
",,,45,POD 1,online
433,33494,"""2025-06-17T18:30:00.000Z""",33320 - Travelers study,draft,6,3,4,"""2025-06-18T08:51:45.162Z""","""2025-06-18T08:51:45.162Z""","Client brand: Pattaya Marriott Resort and Spa
‘Travelers survey, to understand destination perception of Pattaya/Jomtien’
 
15-minutes survey
Option 1: 
•	n=100 each country travelers who had visited Pattaya/Jomtien in past 2 years and considering to visit Pattaya/Jomtien in next 6 months + 
•	n=30 who had stayed in the Pattaya Marriott Resort and Spa in past 2 years 
Option 2: 
•	n=200 each country who had visited Pattaya/Jomtien in past 2 years and considering to visit Pattaya/Jomtien in next 6, 
•	n=50 who had stayed in the Pattaya Marriott Resort and Spa in past 2 years Target audience: who have travelled to 
 
Travelers from the following countries: 
•	Thailand domestic
•	China
•	Germany
•	UK

",,,46,POD 1,online
436,33495,"""2025-06-17T18:30:00.000Z""",33314- Research brief | Europe,draft,11,3,4,"""2025-06-18T09:55:04.193Z""","""2025-06-18T09:55:04.193Z""","Quant survey 1
•	Regions – Italy, France, Spain, Germany. Mix of regions in each country ensuring a healthy geographic mix
•	N – 100 to 150 (please share the details basis best possible feasibility)
•	TG – Truck fleet owners
•	LoI – 15 to 20 minutes
•	Quotas – No specific quotas at this stage. But the TG should be a mix of business size by revenue, fleet size, years in operation
 
Quant survey 2
•	Regions – Italy, France, Spain, Germany. Mix of regions in each country ensuring a healthy geographic mix
•	N – 150 to 200 (please share the details basis best possible feasibility)
•	TG – Truck and bus drivers
•	LoI – 15 to 20 minutes
•	Quotas – No specific quotas at this stage. But the TG should be a mix of demographics like income, years spent as a truck/bus driver
 
Qual focus groups
•	Regions – Italy, France, Spain, Germany. Mix of regions in each country ensuring a healthy geographic mix
•	Truck fleet owners
o	Number of groups – 1 per country with 5 truck fleet owners each
•	Truck drivers
o	Number of groups – 2 per country with 5 truck drivers each
•	Each group should have a geographic and demographic mix
 
Qual In depth Interviews
•	Regions – Italy, France, Spain, Germany
•	Truck fleet owners – 5 IDIs total. 2 from any one country and 1 each from the rest
o	Mix of business size by revenue, fleet size, years in operation
•	Truck drivers – 10 IDIs total. 3 each from any 2 countries and 2 each from the rest
o	Mix of demographics like income, years spent as a truck/bus driver
 
Currently, the plan is to run both the quant surveys and for quals, we’ll either do focus groups or IDIs. Will let you know in case things change. Do share the cost for each separately regardless.
",,,46,POD 1,online
437,33496,"""2025-06-17T18:30:00.000Z""",33301-UnioinPay costing ,draft,6,9,4,"""2025-06-18T10:10:00.915Z""","""2025-06-18T10:10:00.915Z""","•	Qual: China qual is outsourced to a local vendor to save your resources and also to better meet client’s request of doing the FGD offline!
•	Qual: for international markets FGDs, now I’ve added the markets for you to update the scope and costing. Note the client wants to have the FGDs done offline and we need make sure to have a proper professional venue with an observation room with one-way mirror as the client’s local teams will like to participate and observe.
o	As such please make sure the local vendor provides good-quality services and team to support on-site.
•	Quant: China, can you please make the cost around 35,000 USD – see Dynata’s quote below in CNY for your reference. We won’t need questionnaire translation.
 
 
•	Quant International : their rate is also lower. Please would you benchmark these too?
 
 
•	Timeline for Quant: the timeline is much shorter with Dyanta for programming, translation and overlays. Given the critical nature of time in this case, could you explore ways to expedite scripting, especially for translations and overlays at international markets? While we are under pressure to deliver results quickly, the team still needs more time to immerse fully in client’s brand and business. Your support in balancing these priorities would be greatly appreciated.
 
",,,46,POD 1,online
440,33497,"""2025-06-17T18:30:00.000Z""",GPR2506001_B2B_Perception study_Qual & Quant_Request,draft,34,11,3,"""2025-06-18T10:12:41.207Z""","""2025-06-18T10:12:41.207Z""","We have received a new request from Schneider Electric(client name only for internal purpose) for a qual & quant study in India among B2B target group. Details are given below for your reference:

Background
Schneider Electric is a French multinational corporation that specializes in digital automation and energy management. Schneider Electric is interested in running couple of primary market research studies in the Indian market that will enable them to measure and evaluate Schneider Electric’s perception.

In terms of Product Differentiation, there are immediate competitors for Schneider are Siemens, ABB, EATON, Lauritz Knudsen, etc. In the recent time Schneider witnessed a strong surge of local players who are entering the markets, especially India, and offering product differentiation at a very affordable rate. These players are proving to be a mighty threat in the days to come. Schneider believes in acquisitions of smaller players when there is a lot of scope for innovation.  With regard to these regional players, Schneider Electric is interested in conducting primary market research study on product differentiation where Schneider wants to understand how they can enable further disruption of innovation into their own products and market sentiment. 

Primary objective
Evaluate Schneider Electric perception vs Top Competitors for the Indian market for the power portfolio (Four pillars: Innovation, Differentiation, Service Delivery, Support). Whether Schneider Electric is innovating enough or is it a matter of them not communicating the innovation enough or they are not paying heed to local competition enough.

Products in scope
Schneider Electric(client name only for internal purpose) is looking to drive innovation, differentiation, service delivery and support and looking to collect information for 
-	ACB
-	MCCB
-	Contactors (replace with overload release and MPC BS for this study)
-	LV Enclosures
Target Audience 
1.	Distributors (Schneider native distributors and competitor distributors - competitor native as well as multi brand distributors)
2.	Panel builders (Type A B C based on revenue. A is for India. It is above 100 crores, 30 to 100 crores and less than 30 crores)
3.	OEMs or end user markets (soft quotas for OEMs alone)
4.	Design firms & Consultants
•	Within these we will take into consideration those who have the decision making ability for the products of interest
Sample Size
Qualitative: ~12-15
Distributors	4
Panel builders	6
OEMs	3
Design firms & Consultants	2
Total	15

Quantitative: ~440 interviews basis feasibility 
Distributors	120
Panel builders	240
OEMs	60
Design firms & Consultants	20
Total	440

Interview Duration: 
•	Qualitative IDIs: ~60 minutes
•	Quantitative: ~15-20 minutes 

Kindly share us the panel feasibility and costs for both Quantitative and Qualitative segments. Do let us know in case of any queries.

",,,45,POD 1,online
452,33498,"""2025-06-17T18:30:00.000Z""",Cup noodle costing,draft,6,3,4,"""2025-06-18T10:20:17.292Z""","""2025-06-18T10:20:17.292Z""","Survey Details:
•	LOI (Length of Interview): 15 minutes
•	Target Group (TG): Individuals who have purchased instant noodles or cup noodles in the past 3 months
•	Age Range: 18-30 years
•	Markets: Korea, USA, UK
•	Sample Size (N): 300 respondents per market, totalling 900 respondents across all markets
",,,46,POD 1,online
456,33499,"""2025-06-17T18:30:00.000Z""",China lighting brand - cost for testing ,draft,6,3,4,"""2025-06-18T10:28:11.602Z""","""2025-06-18T10:28:11.602Z""","Research Methodology:
•	Quantitative: LOI 15-20 minutes

Sample Design (Tentative):
•	Sample Size and Target Audience: n=600
•	Target Audience: Individuals who have purchased eye-care lamps within the past 2 years, as well as potential users who plan to purchase in the next 6 months and have already searched for related products. Mixed genders, age 21-55. Includes individuals with different life scenario lighting needs:
1.	Parents who purchased for children/teenagers for studying and reading (at least 200)
2.	Household users who purchased for home lighting/decoration (at least 200)
3.	Professionals who purchased for work/mobile office creation, etc. (at least 200)
•	Geographic Scope: Tier 1 and Tier 2 cities, in China

",,,46,POD 1,online
457,33500,"""2025-03-25T18:30:00.000Z""",33349-GPR2503002_Request for quote,draft,35,11,4,"""2025-06-18T10:46:14.618Z""","""2025-06-18T10:46:14.618Z""","Methodology: Online Panel Rapid Research
Markets: USA, Japan, Canada, India, UK, Germany, France, Spain and Italy
Sample Size: n1000 per country
IR Expected: 40% and Above (Please provide costs for 40%, 60% and 80%) IR options
Quotas: Age, Gender, Income, region as applicable: Balanced by national demographic %
Target Audience: 18+ general online population of the country (inclusive of Amazon users and non-users) who are active online shoppers. 15%+ online shopper share vs. offline), at least shopped from one shop in the last 3-4 weeks. 
LOI: 10 Minutes
Timelines: We need to collect data within 2 days 
",,,46,POD 1,online
463,33501,"""2025-04-06T18:30:00.000Z""", Brand pulse Tracker FY'23-24| PRJ1716274589616 - BrandPulse - Multiple markets - 2024-2025 - W13,draft,36,11,3,"""2025-06-18T11:11:16.563Z""","""2025-06-18T11:11:16.563Z""","Below mentioned are the specs for the study –

•	Target audience:
•	Male and Female (50:50, except UAE and KSA[70:30])
•	Age: 18-55 (USA:18-59) (quotas)
•	Owners of smartphones: Purchased a Smartphone for personal use in the past 24 months / intending to purchase a smartphone in the next 3 months
•	Recent Buyers: Those who have purchased a Smartphone in the last 24 months
•	Intender: Those who have an intention to purchase a smartphone in the next 3 months
•	Price Segment: Low, Mid & Premium price range (quotas)

•	Markets:
•	Canada, Australia, China, Brazil, Mexico, Peru, Argentina, Colombia, Chile, UK, Germany, Poland, Italy, France, USA, India, KSA and UAE

•	Sample Size: 
•	n1200 for all markets apart from KSA and UAE. For KSA and UAE is n800
•	IR:
•	We need costing for IR’s 20-34%, 35%-49% and 50%+
•	LOI
•	15-20 Minutes
",,,45,POD 1,online
